USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
NE	3126385	02395575	La Vista city	25	A	14574777	5427	5.627	0.002	41.181836	-96.068244                                                                                                                   
NE	3126420	02398403	Lawrence village	47	A	1074398	0	0.415	0.	40.290167	-98.259675                                                                                                                       
NE	3126455	02398409	Lebanon village	47	A	416500	0	0.161	0.	40.048793	-100.275944                                                                                                                        
NE	3126560	02398414	Leigh village	47	A	1550416	28332	0.599	0.011	41.703261	-97.240679                                                                                                                   
NE	3126595	02583887	Lemoyne CDP	57	S	1320066	0	0.51	0.	41.276644	-101.813356                                                                                                                            
NE	3126630	02398425	Leshara village	47	A	178759	0	0.069	0.	41.32979	-96.429203                                                                                                                          
NE	3126805	02398427	Lewellen village	47	A	958636	0	0.37	0.	41.330531	-102.143702                                                                                                                        
NE	3126875	02398429	Lewiston village	47	A	268545	0	0.104	0.	40.242871	-96.407448                                                                                                                        
NE	3126910	02395698	Lexington city	25	A	11654651	34285	4.5	0.013	40.778096	-99.746337                                                                                                                   
NE	3126980	02398434	Liberty village	47	A	638543	0	0.247	0.	40.085507	-96.483009                                                                                                                         
NE	3128000	02395713	Lincoln city	25	A	253012683	3524104	97.689	1.361	40.808955	-96.678944                                                                                                               
NE	3128105	02398445	Lindsay village	47	A	1227300	16341	0.474	0.006	41.699278	-97.69412                                                                                                                  
NE	3128140	02583888	Lindy CDP	57	S	2585664	0	0.998	0.	42.735114	-97.749951                                                                                                                              
NE	3128165	02806918	Linoma Beach CDP	57	S	1360747	494153	0.525	0.191	41.057297	-96.314066                                                                                                               
NE	3128245	02398447	Linwood village	47	A	980447	0	0.379	0.	41.412341	-96.932347                                                                                                                         
NE	3128315	02393102	Lisco CDP	57	S	1542158	0	0.595	0.	41.498669	-102.623647                                                                                                                             
NE	3128350	02398451	Litchfield village	47	A	788206	0	0.304	0.	41.156047	-99.153053                                                                                                                      
NE	3128420	02398465	Lodgepole village	47	A	1236212	0	0.477	0.	41.148929	-102.638635                                                                                                                     
NE	3129050	02395757	Long Pine city	25	A	1500517	0	0.579	0.	42.535252	-99.702698                                                                                                                         
NE	3129085	02398474	Loomis village	47	A	853213	0	0.329	0.	40.478284	-99.507684                                                                                                                          
NE	3129120	02583889	Lorenzo CDP	57	S	17705584	0	6.836	0.	41.057574	-103.082098                                                                                                                          
NE	3129155	02612512	Loretto CDP	57	S	726586	0	0.281	0.	41.763444	-98.081721                                                                                                                             
NE	3129175	02398477	Lorton village	47	A	110329	0	0.043	0.	40.59722	-96.024177                                                                                                                           
NE	3129260	02395772	Louisville city	25	A	1681752	0	0.649	0.	40.996473	-96.161233                                                                                                                        
NE	3129470	02395773	Loup City city	25	A	2439446	0	0.942	0.	41.276683	-98.967727                                                                                                                         
NE	3129645	02399203	Lushton village	47	A	368843	0	0.142	0.	40.72403	-97.723648                                                                                                                          
NE	3129715	02399205	Lyman village	47	A	804024	0	0.31	0.	41.916986	-104.038119                                                                                                                           
NE	3129750	02399206	Lynch village	47	A	1382671	0	0.534	0.	42.831216	-98.466854                                                                                                                          
NE	3129855	02395794	Lyons city	25	A	1768206	20660	0.683	0.008	41.93588	-96.472338                                                                                                                       
NE	3129925	02395061	McCook city	25	A	14138625	0	5.459	0.	40.204534	-100.621563                                                                                                                          
NE	3129960	02399290	McCool Junction village	47	A	1252151	8283	0.483	0.003	40.743858	-97.600794                                                                                                          
NE	3130030	02399294	McGrew village	47	A	371080	0	0.143	0.	41.747668	-103.417167                                                                                                                         
NE	3130065	02399297	McLean village	47	A	245289	0	0.095	0.	42.386341	-97.468177                                                                                                                          
NE	3130170	02393115	Macy CDP	57	S	4131986	0	1.595	0.	42.115881	-96.366599                                                                                                                               
NE	3130240	02395810	Madison city	25	A	3044503	0	1.175	0.	41.828292	-97.456719                                                                                                                           
NE	3130275	02399220	Madrid village	47	A	2931550	0	1.132	0.	40.852426	-101.527891                                                                                                                        
NE	3130310	02399222	Magnet village	47	A	386196	0	0.149	0.	42.45612	-97.469294                                                                                                                           
NE	3130345	02399229	Malcolm village	47	A	374770	0	0.145	0.	40.908911	-96.865823                                                                                                                         
NE	3130380	02399232	Malmo village	47	A	352728	0	0.136	0.	41.266455	-96.720922                                                                                                                           
NE	3130415	02399242	Manley village	47	A	292186	0	0.113	0.	40.918337	-96.165698                                                                                                                          
NE	3130730	02399261	Marquette village	47	A	536237	0	0.207	0.	41.006335	-98.009751                                                                                                                       
NE	3130835	02806914	Martell CDP	57	S	493413	0	0.191	0.	40.638942	-96.758794                                                                                                                             
NE	3130905	02583890	Martin CDP	57	S	929939	0	0.359	0.	41.258135	-101.709005                                                                                                                             
NE	3130940	02399266	Martinsburg village	47	A	270220	0	0.104	0.	42.508573	-96.832                                                                                                                        
NE	3131045	02399270	Maskell village	47	A	406511	0	0.157	0.	42.690418	-96.9809                                                                                                                           
NE	3131115	02399271	Mason City village	47	A	1233919	0	0.476	0.	41.22219	-99.298766                                                                                                                      
NE	3131150	02583891	Max CDP	57	S	571919	0	0.221	0.	40.11432	-101.404489                                                                                                                                 
NE	3131220	02399277	Maxwell village	47	A	1199896	0	0.463	0.	41.077114	-100.526314                                                                                                                       
NE	3131325	02399281	Maywood village	47	A	1642047	0	0.634	0.	40.658698	-100.622233                                                                                                                       
NE	3131395	02399299	Mead village	47	A	1576510	27362	0.609	0.011	41.224402	-96.487187                                                                                                                    
NE	3131465	02399300	Meadow Grove village	47	A	790252	0	0.305	0.	42.029007	-97.73604                                                                                                                     
NE	3131570	02399306	Melbeta village	47	A	248727	0	0.096	0.	41.781972	-103.516935                                                                                                                        
NE	3131605	02806920	Melia CDP	57	S	3730637	633	1.44	0.	41.097166	-96.276438                                                                                                                             
NE	3131640	02399311	Memphis village	47	A	225254	0	0.087	0.	41.094564	-96.433137                                                                                                                         
NE	3131780	02399317	Merna village	47	A	1387185	0	0.536	0.	41.485159	-99.761063                                                                                                                          
NE	3131815	02399320	Merriman village	47	A	2659545	0	1.027	0.	42.922998	-101.699732                                                                                                                      
NE	3132060	02395326	Milford city	25	A	2105419	20572	0.813	0.008	40.772568	-97.054119                                                                                                                    
NE	3132130	02399355	Miller village	47	A	980672	0	0.379	0.	40.927611	-99.39012                                                                                                                           
NE	3132200	02399360	Milligan village	47	A	653780	0	0.252	0.	40.500018	-97.388394                                                                                                                        
NE	3132305	02395338	Minatare city	25	A	1121865	0	0.433	0.	41.811475	-103.50091                                                                                                                          
NE	3132340	02395341	Minden city	25	A	5706885	0	2.203	0.	40.498186	-98.967005                                                                                                                            
NE	3132410	02395359	Mitchell city	25	A	1739000	0	0.671	0.	41.942661	-103.809845                                                                                                                         
NE	3132550	02399382	Monowi village	47	A	548570	0	0.212	0.	42.830705	-98.32956                                                                                                                           
NE	3132585	02399383	Monroe village	47	A	506235	0	0.195	0.	41.474054	-97.599088                                                                                                                          
NE	3132760	02399392	Moorefield village	47	A	433298	0	0.167	0.	40.689917	-100.400327                                                                                                                     
NE	3132830	02399397	Morrill village	47	A	1575301	0	0.608	0.	41.964065	-103.924875                                                                                                                       
NE	3132865	02399401	Morse Bluff village	47	A	459186	0	0.177	0.	41.430946	-96.766514                                                                                                                     
NE	3133250	02399425	Mullen village	47	A	1069174	0	0.413	0.	42.042962	-101.044553                                                                                                                        
NE	3133320	02399429	Murdock village	47	A	334570	0	0.129	0.	40.926106	-96.280879                                                                                                                         
NE	3133425	02399430	Murray village	47	A	968015	0	0.374	0.	40.916309	-95.926786                                                                                                                          
NE	3133530	02399434	Naper village	47	A	350266	0	0.135	0.	42.964168	-99.097                                                                                                                              
NE	3133565	02399436	Naponee village	47	A	597121	0	0.231	0.	40.074733	-99.138629                                                                                                                         
NE	3133705	02395162	Nebraska City city	25	A	12879645	0	4.973	0.	40.675907	-95.861631                                                                                                                    
NE	3133740	02399441	Nehawka village	47	A	586774	0	0.227	0.	40.82961	-95.990007                                                                                                                          
NE	3133775	00838151	Neligh city	25	A	3785852	29508	1.462	0.011	42.129093	-98.029229                                                                                                                     
NE	3133880	02395167	Nelson city	25	A	2112943	0	0.816	0.	40.201167	-98.06863                                                                                                                             
NE	3133950	02399444	Nemaha village	47	A	785190	0	0.303	0.	40.338801	-95.675965                                                                                                                          
NE	3133985	02399445	Nenzel village	47	A	805808	0	0.311	0.	42.927354	-101.101804                                                                                                                         
NE	3134090	02399491	Newcastle village	47	A	876048	0	0.338	0.	42.652413	-96.87403                                                                                                                        
NE	3134230	00838343	Newman Grove city	25	A	1411796	0	0.545	0.	41.746892	-97.776702                                                                                                                      
NE	3134265	02399493	Newport village	47	A	823260	0	0.318	0.	42.600218	-99.328302                                                                                                                         
NE	3134300	02399497	Nickerson village	47	A	983204	6928	0.38	0.003	41.534723	-96.47085                                                                                                                   
NE	3134370	02399499	Niobrara village	47	A	1886448	0	0.728	0.	42.74995	-98.031505                                                                                                                        
NE	3134545	02399502	Nora village	47	A	984794	0	0.38	0.	40.164141	-97.973788                                                                                                                             
NE	3134615	02395248	Norfolk city	25	A	30287817	839443	11.694	0.324	42.032384	-97.421302                                                                                                                 
NE	3134650	02399503	Norman village	47	A	240084	0	0.093	0.	40.479154	-98.792102                                                                                                                          
NE	3134720	00838161	North Bend city	25	A	2902066	193562	1.12	0.075	41.461968	-96.785754                                                                                                                 
NE	3134825	02399519	North Loup village	47	A	1060514	0	0.409	0.	41.495451	-98.772677                                                                                                                     
NE	3135000	02395260	North Platte city	25	A	35018650	484894	13.521	0.187	41.127117	-100.76427                                                                                                            
NE	3135245	02399532	Oak village	47	A	393130	0	0.152	0.	40.238155	-97.903649                                                                                                                             
NE	3135385	02399541	Oakdale village	47	A	1346199	0	0.52	0.	42.070084	-97.967159                                                                                                                         
NE	3135490	00838169	Oakland city	25	A	2476607	1246	0.956	0.	41.835081	-96.467051                                                                                                                        
NE	3135560	02399551	Obert village	47	A	189245	0	0.073	0.	42.689511	-97.027222                                                                                                                           
NE	3135665	02399555	Oconto village	47	A	526058	0	0.203	0.	41.141659	-99.761938                                                                                                                          
NE	3135700	02399557	Octavia village	47	A	425442	0	0.164	0.	41.347373	-97.058953                                                                                                                         
NE	3135735	02399559	Odell village	47	A	681373	0	0.263	0.	40.050377	-96.801673                                                                                                                           
NE	3135770	02587010	Odessa CDP	57	S	4723190	0	1.824	0.	40.699108	-99.25441                                                                                                                              
NE	3135875	02393168	Offutt AFB CDP	57	S	10266992	529830	3.964	0.205	41.120993	-95.921108                                                                                                                
NE	3135980	02395305	Ogallala city	25	A	12838302	156954	4.957	0.061	41.129595	-101.720677                                                                                                                
NE	3136015	02399564	Ohiowa village	47	A	645926	0	0.249	0.	40.413641	-97.452375                                                                                                                          
NE	3137000	02396064	Omaha city	25	A	369099188	9374762	142.51	3.62	41.262705	-96.053475                                                                                                                  
NE	3137105	00838176	O'Neill city	25	A	6178306	0	2.385	0.	42.461019	-98.646493                                                                                                                           
NE	3137140	02399576	Ong village	47	A	743027	0	0.287	0.	40.398332	-97.83923                                                                                                                              
NE	3137210	02399581	Orchard village	47	A	1162027	0	0.449	0.	42.336843	-98.24107                                                                                                                         
NE	3137280	02396074	Ord city	25	A	5441498	1395	2.101	0.001	41.602781	-98.919257                                                                                                                         
NE	3137420	02399587	Orleans village	47	A	1553605	0	0.6	0.	40.131722	-99.455099                                                                                                                          
NE	3137525	02396093	Osceola city	25	A	2387890	304	0.922	0.	41.178484	-97.550044                                                                                                                         
NE	3137560	02396094	Oshkosh city	25	A	1740272	0	0.672	0.	41.408005	-102.345209                                                                                                                          
NE	3137595	02396097	Osmond city	25	A	2063586	8793	0.797	0.003	42.358156	-97.599135                                                                                                                      
NE	3137630	02399595	Otoe village	47	A	412634	0	0.159	0.	40.724075	-96.12061                                                                                                                             
NE	3137735	02583892	Overland CDP	57	S	2316718	1091033	0.894	0.421	41.08024	-97.978905                                                                                                                   
NE	3137770	02399600	Overton village	47	A	1399395	0	0.54	0.	40.74057	-99.53741                                                                                                                           
NE	3137910	02399606	Oxford village	47	A	2356822	0	0.91	0.	40.253033	-99.63221                                                                                                                           
NE	3138085	02399607	Page village	47	A	633021	0	0.244	0.	42.400011	-98.417668                                                                                                                            
NE	3138130	02399611	Palisade village	47	A	919483	0	0.355	0.	40.348404	-101.107462                                                                                                                       
NE	3138160	02399613	Palmer village	47	A	1381520	0	0.533	0.	41.22241	-98.259761                                                                                                                          
NE	3138190	02399615	Palmyra village	47	A	881366	0	0.34	0.	40.7057	-96.392119                                                                                                                            
NE	3138225	02399618	Panama village	47	A	735085	0	0.284	0.	40.599804	-96.511169                                                                                                                          
NE	3138295	02396139	Papillion city	25	A	30456470	702012	11.759	0.271	41.143376	-96.07809                                                                                                                
NE	3138365	02583893	Parks CDP	57	S	455742	0	0.176	0.	40.04362	-101.725113                                                                                                                               
NE	3138575	02396164	Pawnee City city	25	A	3120546	0	1.205	0.	40.110621	-96.152966                                                                                                                       
NE	3138610	02399636	Paxton village	47	A	2672947	0	1.032	0.	41.123371	-101.351957                                                                                                                        
NE	3138750	02399647	Pender village	47	A	1829038	0	0.706	0.	42.110615	-96.711515                                                                                                                         
NE	3138960	02396191	Peru city	25	A	1361985	0	0.526	0.	40.478512	-95.731392                                                                                                                              
NE	3138995	02399659	Petersburg village	47	A	985844	0	0.381	0.	41.853628	-98.081197                                                                                                                      
NE	3139030	02399661	Phillips village	47	A	758674	0	0.293	0.	40.89767	-98.214594                                                                                                                         
NE	3139065	02399668	Pickrell village	47	A	278406	0	0.107	0.	40.378319	-96.729117                                                                                                                        
NE	3139100	02396199	Pierce city	25	A	2370603	55221	0.915	0.021	42.199274	-97.527952                                                                                                                     
NE	3139135	02399674	Pilger village	47	A	763991	0	0.295	0.	42.007495	-97.054876                                                                                                                          
NE	3139170	02396221	Plainview city	25	A	2803017	0	1.082	0.	42.353346	-97.787145                                                                                                                         
NE	3139310	02399687	Platte Center village	47	A	775436	0	0.299	0.	41.537427	-97.488475                                                                                                                   
NE	3139345	02396229	Plattsmouth city	25	A	8579443	16249	3.313	0.006	41.006236	-95.893088                                                                                                                
NE	3139380	02399690	Pleasant Dale village	47	A	291462	0	0.113	0.	40.79121	-96.932966                                                                                                                    
NE	3139450	02398986	Pleasanton village	47	A	920190	0	0.355	0.	40.969882	-99.087826                                                                                                                      
NE	3139590	02398990	Plymouth village	47	A	817174	0	0.316	0.	40.302516	-96.988492                                                                                                                        
NE	3139660	02398994	Polk village	47	A	1267433	606	0.489	0.	41.075208	-97.783774                                                                                                                         
NE	3139695	00838195	Ponca city	25	A	2002113	0	0.773	0.	42.564953	-96.709162                                                                                                                             
NE	3139835	02583894	Poole CDP	57	S	6996223	128435	2.701	0.05	40.992269	-98.960594                                                                                                                       
NE	3139870	02399013	Potter village	47	A	3727613	0	1.439	0.	41.217308	-103.307428                                                                                                                        
NE	3139975	02399017	Prague village	47	A	843704	0	0.326	0.	41.309512	-96.808157                                                                                                                          
NE	3140255	02806915	Prairie Home CDP	57	S	1184400	0	0.457	0.	40.862006	-96.524538                                                                                                                       
NE	3140325	02399023	Preston village	47	A	147535	0	0.057	0.	40.034587	-95.518106                                                                                                                         
NE	3140360	02399024	Primrose village	47	A	718310	0	0.277	0.	41.623798	-98.237395                                                                                                                        
NE	3140395	02806916	Princeton CDP	57	S	752194	0	0.29	0.	40.576029	-96.70595                                                                                                                             
NE	3140430	02399028	Prosser village	47	A	634391	0	0.245	0.	40.687385	-98.577967                                                                                                                         
NE	3140535	02612513	Raeville CDP	57	S	128667	0	0.05	0.	41.895582	-98.053616                                                                                                                             
NE	3140570	02399036	Ragan village	47	A	655326	0	0.253	0.	40.310771	-99.289628                                                                                                                           
NE	3140605	02396309	Ralston city	25	A	4232125	5247	1.634	0.002	41.20001	-96.037825                                                                                                                      
NE	3140675	02396319	Randolph city	25	A	2468289	0	0.953	0.	42.377499	-97.357823                                                                                                                          
NE	3140710	00838204	Ravenna city	25	A	4300823	13898	1.661	0.005	41.023598	-98.907265                                                                                                                    
NE	3140780	02399050	Raymond village	47	A	340578	0	0.131	0.	40.956822	-96.781452                                                                                                                         
NE	3140920	02396335	Red Cloud city	25	A	2661080	0	1.027	0.	40.08642	-98.522224                                                                                                                          
NE	3141130	02399060	Republican City village	47	A	842946	0	0.325	0.	40.098748	-99.222254                                                                                                                 
NE	3141235	02399062	Reynolds village	47	A	650643	0	0.251	0.	40.059811	-97.335947                                                                                                                        
NE	3141340	02583895	Richfield CDP	57	S	3913614	0	1.511	0.	41.110763	-96.076324                                                                                                                          
NE	3141375	02399065	Richland village	47	A	554197	0	0.214	0.	41.436862	-97.214904                                                                                                                        
NE	3141480	02399081	Rising City village	47	A	929854	2575	0.359	0.001	41.198102	-97.297122                                                                                                               
NE	3141515	02399087	Riverdale village	47	A	683431	0	0.264	0.	40.783886	-99.160459                                                                                                                       
NE	3141760	02399092	Riverton village	47	A	1016926	0	0.393	0.	40.089715	-98.759642                                                                                                                       
NE	3141830	02399098	Roca village	47	A	359425	0	0.139	0.	40.658465	-96.661408                                                                                                                            
NE	3142075	02399107	Rockville village	47	A	576146	0	0.222	0.	41.118479	-98.831076                                                                                                                       
NE	3142145	02399111	Rogers village	47	A	439142	248	0.17	0.	41.464272	-96.915806                                                                                                                         
NE	3142250	02399115	Rosalie village	47	A	507087	0	0.196	0.	42.057348	-96.512761                                                                                                                         
NE	3142285	02583896	Roscoe CDP	57	S	407391	0	0.157	0.	41.131613	-101.585195                                                                                                                             
NE	3142355	02399121	Roseland village	47	A	713962	0	0.276	0.	40.469698	-98.558704                                                                                                                        
NE	3142495	02399137	Royal village	47	A	366565	0	0.142	0.	42.332941	-98.125047                                                                                                                           
NE	3142670	02399140	Rulo village	47	A	1625271	0	0.628	0.	40.051659	-95.430573                                                                                                                           
NE	3142775	02396454	Rushville city	25	A	2979337	0	1.15	0.	42.71338	-102.466563                                                                                                                          
NE	3142810	02399145	Ruskin village	47	A	1083344	0	0.418	0.	40.144007	-97.86704                                                                                                                          
NE	3143055	02396485	St. Edward city	25	A	1705365	0	0.658	0.	41.571449	-97.861197                                                                                                                        
NE	3143090	02399163	St. Helena village	47	A	1149994	0	0.444	0.	42.810655	-97.248885                                                                                                                     
NE	3143160	02583897	St. Libory CDP	57	S	859940	0	0.332	0.	41.08214	-98.359077                                                                                                                           
NE	3143265	02396515	St. Paul city	25	A	3217117	0	1.242	0.	41.213712	-98.459477                                                                                                                          
NE	3143370	02399174	Salem village	47	A	1607649	0	0.621	0.	40.076889	-95.728522                                                                                                                          
NE	3143475	02399182	Santee village	47	A	1461627	0	0.564	0.	42.838695	-97.84945                                                                                                                          
NE	3143650	02583898	Sarben CDP	57	S	406065	0	0.157	0.	41.166277	-101.304402                                                                                                                             
NE	3143685	02396538	Sargent city	25	A	2812144	0	1.086	0.	41.639896	-99.368723                                                                                                                           
NE	3143755	02399186	Saronville village	47	A	386721	0	0.149	0.	40.602841	-97.938847                                                                                                                      
NE	3144035	02396556	Schuyler city	25	A	7062438	219664	2.727	0.085	41.450134	-97.061591                                                                                                                  
NE	3144070	02399775	Scotia village	47	A	898106	0	0.347	0.	41.467778	-98.702415                                                                                                                          
NE	3144245	02396559	Scottsbluff city	25	A	17181853	116184	6.634	0.045	41.868088	-103.662035                                                                                                             
NE	3144280	00838238	Scribner city	25	A	1686511	37945	0.651	0.015	41.665244	-96.665273                                                                                                                   
NE	3144385	02784110	Seneca CDP	57	S	764511	0	0.295	0.	42.043949	-100.832055                                                                                                                             
NE	3144420	02396580	Seward city	25	A	11539953	90499	4.456	0.035	40.910169	-97.096092                                                                                                                    
NE	3144595	02399796	Shelby village	47	A	1456284	3652	0.562	0.001	41.194247	-97.426267                                                                                                                   
NE	3144700	02399798	Shelton village	47	A	2516907	0	0.972	0.	40.778439	-98.729387                                                                                                                        
NE	3145085	02399807	Shickley village	47	A	791954	0	0.306	0.	40.416519	-97.724088                                                                                                                        
NE	3145190	02399811	Sholes village	47	A	356250	0	0.138	0.	42.334813	-97.294619                                                                                                                          
NE	3145225	02399815	Shubert village	47	A	544678	0	0.21	0.	40.235914	-95.683615                                                                                                                          
NE	3145295	02395883	Sidney city	25	A	19384854	680	7.485	0.	41.133633	-102.96954                                                                                                                         
NE	3145400	02399823	Silver Creek village	47	A	712828	2636	0.275	0.001	41.314413	-97.667087                                                                                                              
NE	3145575	02399832	Smithfield village	47	A	438525	0	0.169	0.	40.573302	-99.740936                                                                                                                      
NE	3145610	02399835	Snyder village	47	A	1256747	0	0.485	0.	41.704573	-96.786835                                                                                                                         
NE	3145680	02399842	South Bend village	47	A	346420	1217	0.134	0.	41.001959	-96.248331                                                                                                                   
NE	3146030	02395919	South Sioux City city	25	A	16606167	795814	6.412	0.307	42.463048	-96.413248                                                                                                         
NE	3146135	02399865	Spalding village	47	A	831387	0	0.321	0.	41.689281	-98.362548                                                                                                                        
NE	3146275	02399871	Spencer village	47	A	1548000	1558	0.598	0.001	42.875585	-98.699878                                                                                                                  
NE	3146380	02399874	Sprague village	47	A	261011	0	0.101	0.	40.626563	-96.744708                                                                                                                         
NE	3146520	02395943	Springfield city	25	A	1917559	0	0.74	0.	41.085277	-96.13321                                                                                                                         
NE	3146625	02399881	Springview village	47	A	1719278	0	0.664	0.	42.824883	-99.747541                                                                                                                     
NE	3146695	02399883	Stamford village	47	A	1227781	0	0.474	0.	40.131243	-99.594438                                                                                                                       
NE	3146800	02395953	Stanton city	25	A	4503041	1264	1.739	0.	41.948045	-97.212275                                                                                                                        
NE	3146835	02399888	Staplehurst village	47	A	323464	0	0.125	0.	40.974663	-97.173191                                                                                                                     
NE	3146870	02399889	Stapleton village	47	A	649619	0	0.251	0.	41.480198	-100.51255                                                                                                                       
NE	3147010	02399890	Steele City village	47	A	603304	855	0.233	0.	40.036558	-97.022994                                                                                                                   
NE	3147080	02399893	Steinauer village	47	A	349536	0	0.135	0.	40.207289	-96.232901                                                                                                                       
NE	3147115	02399894	Stella village	47	A	459014	0	0.177	0.	40.232213	-95.773414                                                                                                                          
NE	3147150	02399896	Sterling village	47	A	1054471	0	0.407	0.	40.461216	-96.377494                                                                                                                       
NE	3147220	02399903	Stockham village	47	A	438867	0	0.169	0.	40.71641	-97.943365                                                                                                                         
NE	3147290	02399906	Stockville village	47	A	679170	0	0.262	0.	40.533628	-100.384431                                                                                                                     
NE	3147360	02399914	Strang village	47	A	322121	0	0.124	0.	40.414858	-97.587094                                                                                                                          
NE	3147395	02399918	Stratton village	47	A	1116288	0	0.431	0.	40.15018	-101.227937                                                                                                                       
NE	3147465	02395988	Stromsburg city	25	A	2653850	3405	1.025	0.001	41.116416	-97.590615                                                                                                                  
NE	3147500	02399923	Stuart village	47	A	3539251	0	1.367	0.	42.600788	-99.140459                                                                                                                         
NE	3147675	02399932	Sumner village	47	A	764602	0	0.295	0.	40.949024	-99.508084                                                                                                                          
NE	3147745	02583899	Sunol CDP	57	S	5664597	5292	2.187	0.002	41.154105	-102.762746                                                                                                                       
NE	3147815	02396009	Superior city	25	A	5752435	0	2.221	0.	40.02167	-98.061736                                                                                                                           
NE	3147850	02399936	Surprise village	47	A	1012396	16700	0.391	0.006	41.104445	-97.309013                                                                                                                
NE	3147920	02399937	Sutherland village	47	A	3370587	0	1.301	0.	41.16013	-101.122671                                                                                                                     
NE	3147955	00838277	Sutton city	25	A	4509591	11321	1.741	0.004	40.60681	-97.859129                                                                                                                      
NE	3148060	02399941	Swanton village	47	A	519845	0	0.201	0.	40.379603	-97.079821                                                                                                                         
NE	3148235	02396024	Syracuse city	25	A	3307717	0	1.277	0.	40.663504	-96.182733                                                                                                                          
NE	3148270	02399947	Table Rock village	47	A	1520264	0	0.587	0.	40.17828	-96.088716                                                                                                                      
NE	3148305	02399949	Talmage village	47	A	424398	0	0.164	0.	40.531595	-96.02385                                                                                                                          
NE	3148340	02583900	Tamora CDP	57	S	2559665	17042	0.988	0.007	40.894442	-97.22952                                                                                                                       
NE	3148410	02399955	Tarnov village	47	A	82266	0	0.032	0.	41.614799	-97.502478                                                                                                                           
NE	3148445	02399957	Taylor village	47	A	676055	0	0.261	0.	41.769604	-99.381384                                                                                                                          
NE	3148480	02396036	Tecumseh city	25	A	3913403	0	1.511	0.	40.371816	-96.188706                                                                                                                          
NE	3148515	00838280	Tekamah city	25	A	4072471	40949	1.572	0.016	41.777803	-96.224498                                                                                                                    
NE	3148585	02399961	Terrytown city	25	A	1224667	90919	0.473	0.035	41.84713	-103.670553                                                                                                                  
NE	3148690	02399965	Thayer village	47	A	708277	0	0.273	0.	40.970104	-97.496759                                                                                                                          
NE	3148760	02399968	Thedford village	47	A	622206	0	0.24	0.	41.979172	-100.574729                                                                                                                        
NE	3148900	02399979	Thurston village	47	A	733804	0	0.283	0.	42.174737	-96.7016                                                                                                                          
NE	3148935	00838282	Tilden city	25	A	2008591	0	0.776	0.	42.043494	-97.831808                                                                                                                            
NE	3149005	02399990	Tobias village	47	A	678191	0	0.262	0.	40.418502	-97.336621                                                                                                                          
NE	3149145	02400002	Trenton village	47	A	1508363	0	0.582	0.	40.174733	-101.013573                                                                                                                       
NE	3149285	02400006	Trumbull village	47	A	1117238	28	0.431	0.	40.68004	-98.273454                                                                                                                       
NE	3149320	02583901	Tryon CDP	57	S	3081601	0	1.19	0.	41.558444	-100.953594                                                                                                                              
NE	3149425	02400015	Uehling village	47	A	579572	0	0.224	0.	41.734704	-96.505644                                                                                                                         
NE	3149460	02400017	Ulysses village	47	A	561446	0	0.217	0.	41.07208	-97.203115                                                                                                                          
NE	3149530	02400019	Unadilla village	47	A	795601	0	0.307	0.	40.682701	-96.269878                                                                                                                        
NE	3149635	02400021	Union village	47	A	537922	0	0.208	0.	40.814362	-95.921457                                                                                                                           
NE	3149880	02400030	Upland village	47	A	1132568	0	0.437	0.	40.319558	-98.902563                                                                                                                         
NE	3149915	02400036	Utica village	47	A	1194485	0	0.461	0.	40.895279	-97.345349                                                                                                                          
NE	3149950	02397108	Valentine city	25	A	6824042	28884	2.635	0.011	42.875511	-100.547067                                                                                                                 
NE	3150020	02397110	Valley city	25	A	12257011	3107189	4.732	1.2	41.317088	-96.361576                                                                                                                    
NE	3150125	02400042	Valparaiso village	47	A	1459285	446	0.563	0.	41.08006	-96.833595                                                                                                                    
NE	3150230	02400051	Venango village	47	A	1961656	0	0.757	0.	40.763664	-102.044184                                                                                                                       
NE	3150265	02583902	Venice CDP	57	S	1224050	328786	0.473	0.127	41.239266	-96.351907                                                                                                                     
NE	3150335	02400054	Verdel village	47	A	447094	0	0.173	0.	42.811399	-98.193296                                                                                                                          
NE	3150370	02400055	Verdigre village	47	A	1418147	40097	0.548	0.015	42.597246	-98.035599                                                                                                                
NE	3150510	02400056	Verdon village	47	A	614612	0	0.237	0.	40.149086	-95.711196                                                                                                                          
NE	3150790	02400075	Virginia village	47	A	256510	0	0.099	0.	40.245859	-96.498824                                                                                                                        
NE	3150895	02400078	Waco village	47	A	640368	0	0.247	0.	40.897038	-97.461837                                                                                                                            
NE	3150965	00838310	Wahoo city	25	A	7596162	2310	2.933	0.001	41.216179	-96.617868                                                                                                                       
NE	3151070	02397168	Wakefield city	25	A	2751613	182706	1.062	0.071	42.266651	-96.862925                                                                                                                 
NE	3151175	02400086	Wallace village	47	A	1842653	0	0.711	0.	40.837579	-101.164482                                                                                                                       
NE	3151245	02400090	Walthill village	47	A	1107741	0	0.428	0.	42.148853	-96.49287                                                                                                                        
NE	3151280	02583903	Walton CDP	57	S	9225822	0	3.562	0.	40.795958	-96.565763                                                                                                                             
NE	3151350	02583904	Wann CDP	57	S	3858312	27392	1.49	0.011	41.141891	-96.364161                                                                                                                         
